ImageName,Car,Bus,Other,Bridge,Bicycle,Palm,Stair,Motorcycle,Chimney,Crosswalk,Hydrant,Traffic Light
11225.png,0.9791,0.0004,0.0025,0.0118,0.0012,0.0009,0.0005,0.0006,0.0011,0.0004,0.0005,0.0009
11226.png,0.0008,0.0005,0.0009,0.0012,0.0009,0.0006,0.9902,0.0011,0.0013,0.0011,0.0005,0.0007
11227.png,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.9988,0.0001
11228.png,0.9908,0.0008,0.0005,0.001,0.0006,0.0012,0.0006,0.0007,0.0003,0.0019,0.0002,0.0015
11229.png,0.9899,0.0012,0.0008,0.0015,0.001,0.0008,0.0008,0.0009,0.0006,0.0008,0.0006,0.0012
11230.png,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.9987,0.0001
11231.png,0.0011,0.0006,0.0012,0.001,0.0008,0.0007,0.9896,0.0012,0.0013,0.0007,0.0007,0.001
11232.png,0.985,0.0012,0.0019,0.0033,0.0015,0.0015,0.001,0.0012,0.0013,0.0007,0.0007,0.0008
11233.png,0.9618,0.0011,0.0015,0.0016,0.0011,0.0017,0.0009,0.0012,0.0008,0.0011,0.0005,0.0267
11234.png,0.0004,0.9975,0.0002,0.0002,0.0003,0.0003,0.0002,0.0002,0.0002,0.0003,0.0001,0.0002
11235.png,0.9756,0.0091,0.0032,0.0028,0.0017,0.002,0.001,0.0011,0.0007,0.0011,0.0009,0.0008
11236.png,0.605,0.0033,0.0028,0.0027,0.0021,0.3694,0.0031,0.0039,0.0017,0.0023,0.0014,0.0023
11237.png,0.0005,0.9976,0.0002,0.0002,0.0003,0.0003,0.0002,0.0002,0.0002,0.0002,0.0001,0.0001
11238.png,0.0004,0.0002,0.0007,0.0003,0.0002,0.9956,0.0003,0.0003,0.0006,0.0004,0.0004,0.0005
11239.png,0.0003,0.0005,0.0002,0.0002,0.0003,0.0002,0.0003,0.0003,0.0002,0.9972,0.0002,0.0002
11240.png,0.0453,0.001,0.8905,0.0033,0.0031,0.0477,0.0012,0.0011,0.0015,0.0024,0.001,0.0019
11241.png,0.0002,0.0003,0.0002,0.0002,0.0002,0.0002,0.0003,0.0003,0.0002,0.9973,0.0002,0.0004
11242.png,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.9988,0.0001
11243.png,0.9969,0.0003,0.0003,0.0003,0.0004,0.0004,0.0002,0.0003,0.0002,0.0002,0.0002,0.0003
11244.png,0.0134,0.0074,0.9155,0.0111,0.0055,0.0093,0.0048,0.0033,0.0066,0.0042,0.0087,0.0104
11245.png,0.9922,0.0003,0.0022,0.001,0.0008,0.0007,0.0004,0.0004,0.0005,0.0004,0.0005,0.0006
11246.png,0.0478,0.0012,0.8539,0.0035,0.0026,0.0103,0.002,0.0024,0.0045,0.0016,0.0011,0.069
11247.png,0.0015,0.0011,0.0008,0.0015,0.0044,0.0012,0.0028,0.9798,0.002,0.0018,0.0014,0.0015
11248.png,0.0002,0.0003,0.0002,0.0002,0.0002,0.0002,0.0003,0.0002,0.0002,0.9975,0.0002,0.0002
11249.png,0.0003,0.0003,0.0003,0.0003,0.997,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
11250.png,0.9841,0.0011,0.0022,0.0017,0.002,0.0012,0.0011,0.0016,0.0011,0.0013,0.0017,0.0009
11251.png,0.0005,0.9974,0.0002,0.0003,0.0002,0.0003,0.0002,0.0002,0.0002,0.0003,0.0001,0.0001
11252.png,0.0006,0.0004,0.0008,0.0008,0.0007,0.0006,0.9912,0.0009,0.0019,0.0006,0.0006,0.0008
11253.png,0.0003,0.9974,0.0003,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0003,0.0002,0.0002
11254.png,0.0007,0.0005,0.0008,0.0011,0.0005,0.0007,0.9913,0.0009,0.0012,0.0008,0.0006,0.0009
11255.png,0.3275,0.0151,0.0022,0.0042,0.0037,0.0021,0.0018,0.0024,0.0018,0.6316,0.0011,0.0065
11256.png,0.0005,0.0003,0.0004,0.9954,0.0004,0.0005,0.0005,0.0005,0.0005,0.0004,0.0003,0.0003
11257.png,0.006,0.0022,0.0206,0.0043,0.0036,0.0026,0.0033,0.0031,0.9453,0.0042,0.0028,0.002
11258.png,0.6276,0.0091,0.1612,0.1387,0.0268,0.0079,0.0076,0.0045,0.0053,0.0058,0.0028,0.0026
11259.png,0.0005,0.9969,0.0002,0.0002,0.0005,0.0002,0.0002,0.0002,0.0002,0.0006,0.0001,0.0001
11260.png,0.9937,0.0003,0.0004,0.0015,0.0006,0.0007,0.0003,0.0005,0.0003,0.0005,0.0004,0.0008
11261.png,0.0003,0.0003,0.0004,0.0004,0.0002,0.0009,0.0004,0.0004,0.0004,0.0002,0.0005,0.9957
11262.png,0.0003,0.0004,0.0003,0.0004,0.0003,0.996,0.0004,0.0004,0.0004,0.0004,0.0003,0.0005
11263.png,0.0003,0.0002,0.0003,0.0003,0.997,0.0002,0.0003,0.0004,0.0003,0.0002,0.0002,0.0002
11264.png,0.0003,0.0004,0.0005,0.0003,0.9964,0.0003,0.0003,0.0004,0.0004,0.0002,0.0002,0.0003
11265.png,0.0011,0.0004,0.001,0.9927,0.0007,0.0005,0.0008,0.0007,0.0008,0.0006,0.0003,0.0007
11266.png,0.0002,0.0004,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.9976,0.0002,0.0003
11267.png,0.9903,0.0012,0.0008,0.0012,0.0012,0.0015,0.0006,0.0011,0.0004,0.0007,0.0005,0.0006
11268.png,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0002,0.0001,0.9987,0.0001
11269.png,0.0001,0.0002,0.0001,0.0001,0.0003,0.0001,0.0001,0.0002,0.0002,0.0001,0.9983,0.0001
11270.png,0.002,0.0005,0.0003,0.0004,0.0007,0.0005,0.0004,0.0005,0.0003,0.0024,0.0002,0.9918
11271.png,0.0093,0.0009,0.0005,0.0012,0.968,0.0012,0.0013,0.011,0.0009,0.0043,0.0007,0.0006
11272.png,0.0002,0.0003,0.0002,0.0002,0.0002,0.0002,0.0003,0.0002,0.0002,0.9974,0.0002,0.0004
11273.png,0.0003,0.9981,0.0002,0.0002,0.0003,0.0002,0.0002,0.0001,0.0002,0.0002,0.0001,0.0002
11274.png,0.9865,0.0008,0.0012,0.002,0.0016,0.0016,0.0009,0.0014,0.0008,0.0012,0.0009,0.0011
11275.png,0.0002,0.0006,0.0006,0.0006,0.0002,0.0003,0.0005,0.0004,0.0003,0.9953,0.0002,0.0007
11276.png,0.0003,0.9978,0.0002,0.0001,0.0002,0.0002,0.0002,0.0001,0.0002,0.0003,0.0001,0.0002
11277.png,0.0003,0.0007,0.0018,0.0004,0.9923,0.0004,0.0005,0.001,0.0007,0.0008,0.0003,0.0008
11278.png,0.0002,0.9978,0.0002,0.0002,0.0003,0.0002,0.0002,0.0002,0.0003,0.0002,0.0001,0.0002
11279.png,0.9932,0.0006,0.0009,0.001,0.0005,0.0006,0.0005,0.0006,0.0004,0.0005,0.0003,0.0011
11280.png,0.0287,0.0013,0.0032,0.0008,0.0013,0.0022,0.0009,0.0009,0.0006,0.9533,0.0005,0.0064
11281.png,0.996,0.0004,0.0002,0.0004,0.0004,0.0004,0.0002,0.0005,0.0002,0.0004,0.0002,0.0007
11282.png,0.2006,0.209,0.3023,0.1242,0.0487,0.0237,0.0192,0.0217,0.0189,0.0087,0.0166,0.0064
11283.png,0.9909,0.0005,0.0019,0.0017,0.0012,0.0005,0.0005,0.0005,0.0005,0.0007,0.0004,0.0008
11284.png,0.0284,0.0125,0.5509,0.033,0.0151,0.2261,0.0199,0.0164,0.032,0.0138,0.0114,0.0405
11285.png,0.0011,0.0008,0.0017,0.0014,0.0008,0.0878,0.0014,0.001,0.0018,0.0008,0.001,0.9004
11286.png,0.0005,0.0015,0.001,0.001,0.0669,0.0008,0.001,0.0013,0.0007,0.924,0.0007,0.0006
11287.png,0.0002,0.0002,0.0003,0.0002,0.9973,0.0002,0.0003,0.0003,0.0003,0.0002,0.0002,0.0002
11288.png,0.9952,0.0005,0.0005,0.0008,0.0004,0.0005,0.0003,0.0004,0.0003,0.0003,0.0004,0.0004
11289.png,0.0004,0.0005,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.9974,0.0002,0.0002
11290.png,0.0003,0.0003,0.0005,0.0004,0.0003,0.9955,0.0004,0.0005,0.0005,0.0005,0.0004,0.0005
11291.png,0.0004,0.0003,0.0011,0.0006,0.0004,0.9941,0.0003,0.0005,0.0008,0.0003,0.0004,0.0007
11292.png,0.0218,0.0056,0.9408,0.0062,0.0036,0.0094,0.0016,0.0017,0.0024,0.0046,0.0009,0.0014
11293.png,0.993,0.0002,0.0004,0.0004,0.0003,0.0008,0.0003,0.0003,0.0002,0.0006,0.0002,0.0031
11294.png,0.0002,0.0004,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.9976,0.0002,0.0002
11295.png,0.9938,0.0008,0.0004,0.0008,0.0006,0.0006,0.0005,0.0006,0.0003,0.0003,0.0004,0.0008
11296.png,0.0007,0.0003,0.0003,0.0004,0.0002,0.9962,0.0003,0.0003,0.0003,0.0003,0.0002,0.0004
11297.png,0.0249,0.0017,0.0032,0.0021,0.9548,0.0015,0.002,0.0032,0.0011,0.003,0.0013,0.0011
11298.png,0.98,0.0006,0.0007,0.0011,0.001,0.0117,0.0006,0.001,0.0008,0.0011,0.0005,0.001
11299.png,0.9868,0.0014,0.0025,0.003,0.0007,0.0012,0.0007,0.0007,0.0005,0.001,0.0004,0.0011
11300.png,0.0014,0.0009,0.9864,0.0025,0.001,0.0022,0.0008,0.0005,0.0019,0.0011,0.0005,0.0009
11301.png,0.0009,0.9971,0.0002,0.0003,0.0003,0.0003,0.0002,0.0002,0.0002,0.0002,0.0001,0.0001
11302.png,0.0005,0.0003,0.0003,0.0003,0.9969,0.0002,0.0003,0.0003,0.0003,0.0003,0.0002,0.0002
11303.png,0.0001,0.0003,0.0002,0.0002,0.0002,0.0002,0.0003,0.0002,0.0002,0.9977,0.0002,0.0002
11304.png,0.0003,0.0003,0.0002,0.0003,0.9973,0.0002,0.0002,0.0003,0.0003,0.0003,0.0002,0.0002
11305.png,0.0023,0.0007,0.9891,0.0015,0.0007,0.0015,0.0005,0.0005,0.0012,0.0008,0.0005,0.0007
11306.png,0.0002,0.0002,0.0001,0.0001,0.0004,0.0002,0.0001,0.0003,0.0002,0.0002,0.998,0.0001
11307.png,0.993,0.0007,0.0008,0.0008,0.0008,0.0007,0.0006,0.0007,0.0004,0.0004,0.0003,0.0006
11308.png,0.0286,0.0023,0.9213,0.0061,0.0025,0.0225,0.0023,0.0018,0.0039,0.0029,0.0018,0.004
11309.png,0.0002,0.0005,0.0003,0.0003,0.0001,0.0002,0.0002,0.0002,0.0002,0.9969,0.0001,0.0007
11310.png,0.0003,0.0003,0.0004,0.0005,0.0002,0.0004,0.0004,0.0004,0.0004,0.0004,0.0003,0.996
11311.png,0.0002,0.9981,0.0002,0.0002,0.0002,0.0002,0.0002,0.0001,0.0002,0.0002,0.0001,0.0002
11312.png,0.035,0.0016,0.004,0.005,0.001,0.0051,0.0024,0.0013,0.0014,0.0011,0.0007,0.9415
11313.png,0.0019,0.0008,0.0073,0.9813,0.0014,0.0013,0.0016,0.0008,0.0017,0.0005,0.0006,0.0008
11314.png,0.0004,0.0002,0.0003,0.0002,0.0003,0.0004,0.0003,0.0003,0.0003,0.0003,0.0002,0.9969
11315.png,0.0145,0.0061,0.8918,0.0052,0.0033,0.0491,0.0038,0.0048,0.0051,0.0046,0.0048,0.0067
11316.png,0.0004,0.0006,0.0002,0.0003,0.0002,0.0002,0.0002,0.0002,0.0002,0.9971,0.0002,0.0003
11317.png,0.9882,0.0013,0.0005,0.001,0.001,0.0009,0.0008,0.0012,0.0006,0.0011,0.0004,0.0031
11318.png,0.0002,0.0003,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.9977,0.0002,0.0002
11319.png,0.0001,0.0001,0.0,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.9988,0.0001
11320.png,0.0011,0.0006,0.0013,0.0007,0.0005,0.9912,0.0006,0.0008,0.0008,0.0006,0.001,0.0009
11321.png,0.4379,0.0077,0.4246,0.0294,0.005,0.0093,0.0054,0.0039,0.0057,0.0145,0.0029,0.0537
11322.png,0.3263,0.6419,0.0035,0.0061,0.0062,0.0024,0.0035,0.0023,0.0014,0.0031,0.0014,0.0018
11323.png,0.0009,0.0005,0.0007,0.0007,0.0007,0.0005,0.9926,0.001,0.001,0.0007,0.0004,0.0005
11324.png,0.001,0.0003,0.0006,0.0007,0.0004,0.9946,0.0004,0.0004,0.0004,0.0004,0.0003,0.0006
11325.png,0.0003,0.0002,0.0002,0.0003,0.9969,0.0002,0.0003,0.0005,0.0003,0.0003,0.0002,0.0002
11326.png,0.9921,0.0007,0.0005,0.0015,0.0011,0.0007,0.0005,0.0009,0.0005,0.0006,0.0003,0.0006
11327.png,0.0003,0.0003,0.0003,0.0004,0.9945,0.0003,0.002,0.0007,0.0005,0.0003,0.0003,0.0002
11328.png,0.0012,0.0014,0.0108,0.0025,0.0016,0.0014,0.002,0.0015,0.9736,0.0017,0.0013,0.001
11329.png,0.0007,0.9973,0.0002,0.0002,0.0003,0.0002,0.0002,0.0002,0.0002,0.0002,0.0001,0.0002
11330.png,0.9867,0.0025,0.0012,0.0016,0.0012,0.0018,0.001,0.0013,0.0006,0.0007,0.0006,0.0007
11331.png,0.9951,0.0005,0.0005,0.0006,0.0005,0.0005,0.0004,0.0004,0.0003,0.0004,0.0002,0.0007
11332.png,0.0005,0.0005,0.0004,0.0005,0.9881,0.0005,0.0006,0.0059,0.0006,0.0017,0.0003,0.0004
11333.png,0.9947,0.0006,0.0003,0.0006,0.0004,0.0007,0.0003,0.0004,0.0003,0.0008,0.0003,0.0005
11334.png,0.0003,0.0003,0.0003,0.0003,0.9967,0.0003,0.0003,0.0003,0.0003,0.0003,0.0002,0.0003
11335.png,0.9917,0.0006,0.0005,0.0007,0.0006,0.0005,0.0004,0.0006,0.0003,0.0008,0.0003,0.0032
11336.png,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.9985,0.0001
11337.png,0.9938,0.0006,0.0005,0.0009,0.0006,0.001,0.0004,0.0007,0.0003,0.0005,0.0004,0.0005
11338.png,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.9988,0.0001
11339.png,0.0004,0.0004,0.0005,0.0004,0.0003,0.9955,0.0004,0.0005,0.0004,0.0003,0.0004,0.0005
11340.png,0.0084,0.0017,0.9706,0.0074,0.0024,0.0041,0.0008,0.0006,0.0013,0.0013,0.0007,0.0008
11341.png,0.9965,0.0002,0.0002,0.0004,0.0003,0.0004,0.0002,0.0004,0.0002,0.0003,0.0003,0.0005
11342.png,0.8102,0.0028,0.0052,0.1649,0.0021,0.0014,0.002,0.0017,0.0024,0.0018,0.0013,0.004
11343.png,0.9892,0.0008,0.0016,0.0018,0.0014,0.0009,0.0008,0.0009,0.0006,0.0008,0.0004,0.0008
11344.png,0.0005,0.0003,0.0003,0.0004,0.0003,0.0006,0.0003,0.0003,0.0003,0.0007,0.0002,0.9959
11345.png,0.0007,0.0003,0.0002,0.0004,0.0003,0.0004,0.0004,0.0004,0.0003,0.0006,0.0002,0.9958
11346.png,0.0002,0.9978,0.0002,0.0002,0.0003,0.0003,0.0002,0.0002,0.0002,0.0002,0.0002,0.0001
11347.png,0.0004,0.9979,0.0002,0.0001,0.0002,0.0003,0.0002,0.0002,0.0001,0.0002,0.0001,0.0001
11348.png,0.9894,0.0008,0.0004,0.001,0.0005,0.0006,0.0004,0.0005,0.0003,0.001,0.0002,0.0049
11349.png,0.0001,0.0003,0.0001,0.0002,0.0003,0.0002,0.0002,0.0003,0.0002,0.0001,0.998,0.0001
11350.png,0.0048,0.019,0.0058,0.0035,0.0006,0.9588,0.0013,0.0007,0.0012,0.0014,0.0007,0.0021
11351.png,0.0017,0.0013,0.9562,0.004,0.0026,0.0158,0.0021,0.0012,0.0119,0.0009,0.0011,0.0012
11352.png,0.0006,0.9976,0.0002,0.0002,0.0002,0.0002,0.0002,0.0001,0.0002,0.0002,0.0001,0.0002
11353.png,0.0009,0.0025,0.0005,0.0004,0.0003,0.001,0.0004,0.0003,0.0003,0.9926,0.0003,0.0003
11354.png,0.0005,0.0002,0.0002,0.0002,0.9971,0.0002,0.0003,0.0004,0.0003,0.0002,0.0002,0.0001
11355.png,0.0001,0.0002,0.0001,0.0001,0.0001,0.0002,0.0001,0.0002,0.0001,0.0001,0.9986,0.0001
11356.png,0.0008,0.0004,0.0002,0.0003,0.0002,0.0003,0.0002,0.0003,0.0002,0.9968,0.0002,0.0002
11357.png,0.0007,0.0011,0.0007,0.0011,0.0012,0.0012,0.0015,0.0014,0.9881,0.0007,0.0014,0.0011
11358.png,0.0008,0.0008,0.0003,0.0004,0.0003,0.0003,0.0003,0.0003,0.0002,0.9958,0.0002,0.0003
11359.png,0.0002,0.0003,0.0003,0.0003,0.9973,0.0002,0.0003,0.0003,0.0003,0.0002,0.0002,0.0002
11360.png,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0003,0.0002,0.0002,0.9984,0.0001
11361.png,0.9924,0.0009,0.0004,0.0012,0.0007,0.0008,0.0006,0.0008,0.0004,0.0005,0.0004,0.0009
11362.png,0.0018,0.9956,0.0002,0.0003,0.0004,0.0002,0.0002,0.0003,0.0002,0.0002,0.0002,0.0003
11363.png,0.0003,0.998,0.0002,0.0002,0.0002,0.0002,0.0002,0.0001,0.0002,0.0002,0.0001,0.0002
11364.png,0.0077,0.0006,0.0006,0.9865,0.0006,0.0007,0.0006,0.0005,0.0007,0.0006,0.0004,0.0006
11365.png,0.0019,0.0007,0.0113,0.002,0.0014,0.0006,0.0011,0.001,0.0013,0.0034,0.0006,0.9746
11366.png,0.9818,0.0029,0.002,0.0021,0.0016,0.0029,0.0013,0.0016,0.0008,0.0012,0.0009,0.0008
11367.png,0.9874,0.0017,0.0023,0.0014,0.0013,0.0011,0.0007,0.0007,0.0007,0.0015,0.0004,0.0009
11368.png,0.9896,0.0006,0.0009,0.0013,0.0006,0.0016,0.0006,0.0006,0.0003,0.0017,0.0003,0.002
11369.png,0.0002,0.0007,0.0002,0.0002,0.0002,0.0003,0.0002,0.0002,0.0002,0.9971,0.0002,0.0002
11370.png,0.0004,0.0002,0.0003,0.0003,0.9971,0.0002,0.0003,0.0003,0.0002,0.0003,0.0002,0.0002
11371.png,0.0003,0.9979,0.0002,0.0002,0.0002,0.0003,0.0002,0.0002,0.0002,0.0002,0.0001,0.0002
11372.png,0.9919,0.0012,0.0007,0.0013,0.0006,0.0007,0.0006,0.0007,0.0003,0.0006,0.0005,0.0007
11373.png,0.9883,0.001,0.0005,0.0013,0.0008,0.0015,0.0006,0.0011,0.0005,0.0013,0.0004,0.0028
11374.png,0.0004,0.9977,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0001,0.0002
11375.png,0.9862,0.0015,0.0027,0.001,0.003,0.0015,0.0008,0.0007,0.0005,0.0008,0.0005,0.0007
11376.png,0.0062,0.0045,0.1564,0.0049,0.0043,0.8003,0.0027,0.003,0.0075,0.0043,0.0038,0.0021
11377.png,0.9482,0.0031,0.0181,0.0039,0.0061,0.0066,0.0028,0.0037,0.0017,0.0028,0.0012,0.0018
11378.png,0.0002,0.0004,0.0003,0.0003,0.0002,0.0002,0.0004,0.0002,0.0002,0.997,0.0002,0.0002
11379.png,0.9761,0.0019,0.0031,0.0035,0.002,0.0045,0.0018,0.0016,0.001,0.0021,0.0011,0.0014
11380.png,0.9868,0.0012,0.0016,0.0039,0.001,0.001,0.0007,0.0007,0.0007,0.0012,0.0003,0.001
11381.png,0.0009,0.0018,0.0037,0.0022,0.0035,0.0018,0.9656,0.0027,0.0151,0.0008,0.001,0.001
11382.png,0.9958,0.0004,0.0005,0.0006,0.0004,0.0005,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
11383.png,0.0003,0.0002,0.0004,0.0003,0.9965,0.0002,0.0003,0.0004,0.0004,0.0003,0.0004,0.0002
11384.png,0.0005,0.0003,0.0003,0.0003,0.0002,0.9957,0.0004,0.0004,0.0004,0.0004,0.0003,0.0007
11385.png,0.9843,0.0019,0.0014,0.0023,0.0013,0.001,0.0014,0.0012,0.0008,0.0018,0.0009,0.0017
11386.png,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.9988,0.0001
11387.png,0.0008,0.0002,0.0005,0.0003,0.0002,0.9959,0.0003,0.0003,0.0003,0.0004,0.0003,0.0004
11388.png,0.0003,0.0003,0.0003,0.0003,0.9971,0.0002,0.0003,0.0003,0.0003,0.0002,0.0002,0.0002
11389.png,0.0003,0.0002,0.0003,0.0003,0.9969,0.0003,0.0003,0.0004,0.0003,0.0002,0.0003,0.0002
11390.png,0.0004,0.0004,0.0004,0.0006,0.0004,0.0004,0.0004,0.0004,0.0004,0.0033,0.0002,0.9925
11391.png,0.0008,0.0004,0.0024,0.0006,0.9921,0.0006,0.0007,0.0006,0.0006,0.0006,0.0004,0.0004
11392.png,0.0628,0.002,0.0016,0.0013,0.0008,0.0019,0.001,0.0016,0.0008,0.9242,0.001,0.0011
11393.png,0.0002,0.0003,0.0003,0.0003,0.0003,0.0002,0.0004,0.0002,0.0002,0.9971,0.0002,0.0003
11394.png,0.001,0.0004,0.0003,0.9946,0.0005,0.0006,0.0004,0.0004,0.0005,0.0007,0.0004,0.0003
11395.png,0.001,0.0007,0.0044,0.0015,0.0016,0.0009,0.9807,0.0015,0.0049,0.0007,0.001,0.0012
11396.png,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.9988,0.0001
11397.png,0.2504,0.0056,0.0362,0.6724,0.0068,0.0039,0.004,0.003,0.0078,0.0032,0.0022,0.0045
11398.png,0.0653,0.0019,0.0212,0.8971,0.0016,0.0011,0.0017,0.0016,0.0038,0.0015,0.0008,0.0025
11399.png,0.0005,0.9976,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0001,0.0003
11400.png,0.0002,0.0005,0.0004,0.0003,0.0002,0.0002,0.0003,0.0002,0.0003,0.9969,0.0002,0.0002
11401.png,0.0002,0.9949,0.0008,0.0005,0.0004,0.0004,0.0005,0.0003,0.0004,0.0006,0.0002,0.0008
11402.png,0.0006,0.9974,0.0002,0.0003,0.0003,0.0003,0.0002,0.0002,0.0002,0.0002,0.0001,0.0002
11403.png,0.0006,0.0006,0.0009,0.0009,0.0007,0.001,0.9894,0.0011,0.0031,0.0006,0.0004,0.0008
11404.png,0.0062,0.0016,0.1667,0.0018,0.0009,0.806,0.0017,0.0015,0.0033,0.0014,0.0013,0.0075
11405.png,0.0004,0.0002,0.0004,0.0002,0.997,0.0002,0.0002,0.0003,0.0003,0.0002,0.0002,0.0002
11406.png,0.0004,0.0002,0.0008,0.0003,0.0003,0.9961,0.0003,0.0003,0.0003,0.0003,0.0002,0.0004
11407.png,0.0056,0.0011,0.9788,0.0019,0.0011,0.002,0.0011,0.0007,0.0032,0.0016,0.0006,0.0022
11408.png,0.9876,0.0011,0.0008,0.0021,0.0012,0.0015,0.0011,0.0015,0.0007,0.001,0.0006,0.0009
11409.png,0.0004,0.9975,0.0002,0.0002,0.0003,0.0003,0.0001,0.0002,0.0002,0.0002,0.0001,0.0002
11410.png,0.0004,0.0004,0.0004,0.0003,0.9965,0.0003,0.0003,0.0003,0.0003,0.0003,0.0002,0.0002
11411.png,0.9808,0.002,0.0036,0.0021,0.0021,0.0028,0.0014,0.0013,0.0008,0.001,0.001,0.001
11412.png,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0001,0.0001,0.0001,0.0001,0.9988,0.0001
11413.png,0.9931,0.0008,0.0005,0.001,0.0005,0.0005,0.0006,0.0007,0.0004,0.0006,0.0004,0.0008
11414.png,0.0005,0.0002,0.0004,0.0003,0.0002,0.0004,0.0002,0.0002,0.0003,0.0003,0.0002,0.9967
11415.png,0.0006,0.0002,0.0003,0.0003,0.0003,0.9962,0.0003,0.0004,0.0003,0.0003,0.0003,0.0005
11416.png,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0001,0.0002,0.0002,0.0001,0.9986,0.0001
11417.png,0.0218,0.0011,0.0008,0.0007,0.0007,0.9712,0.0007,0.0007,0.0005,0.0006,0.0005,0.0007
11418.png,0.002,0.0019,0.0056,0.003,0.0023,0.0026,0.0024,0.0028,0.9723,0.002,0.0017,0.0016
11419.png,0.0005,0.9964,0.0004,0.0002,0.0007,0.0003,0.0002,0.0002,0.0002,0.0002,0.0002,0.0004
11420.png,0.9885,0.0009,0.0012,0.0013,0.0014,0.0011,0.0011,0.0011,0.001,0.0009,0.0004,0.001
11421.png,0.9939,0.0007,0.0003,0.0009,0.0007,0.0007,0.0005,0.0007,0.0004,0.0004,0.0005,0.0004
11422.png,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.9988,0.0001
11423.png,0.0091,0.0018,0.0489,0.8931,0.004,0.0202,0.007,0.0025,0.0078,0.0018,0.0016,0.0023
11424.png,0.0005,0.9975,0.0002,0.0003,0.0003,0.0002,0.0002,0.0001,0.0002,0.0002,0.0001,0.0002
11425.png,0.0001,0.0004,0.0002,0.0003,0.0002,0.0002,0.0002,0.0002,0.0002,0.9976,0.0002,0.0002
11426.png,0.0029,0.0021,0.9629,0.0042,0.0026,0.0117,0.0015,0.001,0.0061,0.0013,0.0015,0.0021
11427.png,0.9912,0.0011,0.0008,0.0014,0.0009,0.001,0.0006,0.0008,0.0004,0.0008,0.0003,0.0007
11428.png,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.9989,0.0001
11429.png,0.0008,0.0003,0.0006,0.0006,0.0003,0.0008,0.0004,0.0005,0.0004,0.0003,0.0003,0.9948
11430.png,0.9216,0.0049,0.0013,0.0057,0.0147,0.0034,0.0281,0.0092,0.003,0.003,0.0027,0.0024
11431.png,0.0005,0.0005,0.0003,0.0003,0.0003,0.0002,0.0002,0.0003,0.0002,0.9967,0.0002,0.0002
11432.png,0.0005,0.0003,0.0008,0.9946,0.0004,0.0006,0.0007,0.0004,0.0006,0.0005,0.0004,0.0003
11433.png,0.9838,0.0008,0.0007,0.0012,0.0007,0.0031,0.001,0.001,0.0005,0.0045,0.0004,0.0022
11434.png,0.0619,0.0088,0.64,0.0214,0.0149,0.03,0.166,0.0102,0.0217,0.0081,0.0051,0.0118
11435.png,0.1737,0.0059,0.732,0.0286,0.0049,0.0104,0.0063,0.0038,0.0089,0.0097,0.0059,0.0099
11436.png,0.02,0.0015,0.9526,0.003,0.0019,0.0106,0.0012,0.0011,0.0029,0.0022,0.0007,0.0024
11437.png,0.0008,0.0007,0.0012,0.001,0.0008,0.0007,0.9903,0.001,0.0012,0.0011,0.0005,0.0007
11438.png,0.0002,0.0004,0.0003,0.0003,0.0002,0.0002,0.0003,0.0002,0.0002,0.9972,0.0002,0.0003
11439.png,0.0003,0.0002,0.0005,0.0003,0.0002,0.0004,0.0003,0.0003,0.0003,0.0002,0.0002,0.9966
11440.png,0.0181,0.0008,0.0014,0.9691,0.0016,0.0005,0.0027,0.0014,0.0016,0.0011,0.0009,0.0008
